"subject","STIM","trial","keyboard","choice","count_correct","filename","gender","correct","MEL","RYT","Forfra","Bagfra","Rangordning","met_total","wm_total"
17,"C2PH","   60",33333,"C2PH",46,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C2PH","   21",33333,"C2PH",10,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   22",51534,"B4",11,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   23",44321,"B2",12,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   24",44321,"B2",13,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   25",15254,"B4",13,"17 xingyu-dkgirl ","girl",0,14,15,10,9,8,29,27
17,"C2PH","   26",33333,"C2PH",14,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   27",12343,"C4PS",15,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   28",51534,"B3",15,"17 xingyu-dkgirl ","girl",0,14,15,10,9,8,29,27
17,"B3","   29",15254,"B3",16,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   30",51534,"B4",17,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   31",44321,"B2",18,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   32",51534,"B4",19,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   33",12343,"C4PS",20,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C2PH","   34",33333,"C2PH",21,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   35",12343,"B3",21,"17 xingyu-dkgirl ","girl",0,14,15,10,9,8,29,27
17,"C2PH","   36",33333,"C2PH",22,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   37",44321,"B2",23,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   38",15254,"B3",24,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   39",15254,"B3",25,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   40",12343,"C4PS",26,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   41",12343,"C4PS",27,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   42",15254,"B3",28,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C2PH","   43",33333,"C2PH",29,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   44",44321,"B2",30,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C2PH","   45",33333,"C2PH",31,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   46",51534,"B4",32,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   47",15254,"B3",33,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   48",44321,"B2",34,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   49",51534,"B4",35,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   63",44321,"B2",49,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   64",51534,"B4",50,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   65",15254,"B3",51,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B3","   66",15254,"B3",52,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B4","   67",51534,"B4",53,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   68",12343,"C4PS",54,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C2PH","   69",33333,"C2PH",55,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"B2","   61",44321,"B2",47,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
17,"C4PS","   62",12343,"C4PS",48,"17 xingyu-dkgirl ","girl",1,14,15,10,9,8,29,27
18,"B4","   30",15254,"B4",19,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   31",51534,"B2",20,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   28",51534,"B4",17,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B4","   29",15254,"B4",18,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   21",33333,"C4PS",12,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   22",44321,"C2PH",13,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   23",51534,"B4",13,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B3","   24",12343,"B3",14,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   25",12343,"B3",15,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   26",33333,"C4PS",16,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   27",44321,"C2PH",17,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   41",33333,"C4PS",28,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   42",15254,"B4",29,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   43",33333,"C4PS",30,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   44",12343,"C2PH",30,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C2PH","   45",44321,"C2PH",31,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   46",51534,"B4",31,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B2","   47",51534,"B4",31,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B3","   48",12343,"B3",32,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   49",15254,"B4",33,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   50",33333,"C4PS",34,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   51",15254,"B3",34,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B3","   52",12343,"B3",35,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   53",33333,"C4PS",36,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   54",51534,"B2",37,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   55",51534,"B2",38,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   56",15254,"C2PH",38,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C2PH","   57",44321,"C2PH",39,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   58",12343,"B3",40,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   59",44321,"C2PH",41,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   60",51534,"B3",41,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B4","   61",15254,"B2",41,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C4PS","   62",33333,"C4PS",42,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   63",33333,"C4PS",43,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   64",15254,"B2",43,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B2","   65",51534,"C2PH",43,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B3","   66",12343,"B3",44,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   67",44321,"C2PH",45,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   68",12343,"B3",46,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   69",44321,"C2PH",47,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   2",15254,"B4",2,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   3",44321,"B2",2,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C4PS","   32",33333,"B2",20,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B2","   33",51534,"B2",21,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   34",44321,"C2PH",22,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   35",44321,"C2PH",23,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   36",12343,"B2",23,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C4PS","   37",33333,"C4PS",24,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   38",12343,"B3",25,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   39",15254,"B4",26,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   40",44321,"C2PH",27,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   0",12343,"B2",0,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B3","   1",12343,"B3",1,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   15",51534,"B4",10,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B3","   16",12343,"C2PH",10,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C4PS","   4",33333,"C4PS",3,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   5",51534,"B2",4,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   6",15254,"B4",5,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   7",44321,"C2PH",6,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C4PS","   8",33333,"C4PS",7,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   9",51534,"B4",7,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C4PS","   10",33333,"C4PS",8,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"C2PH","   11",44321,"C2PH",9,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B4","   12",15254,"B3",9,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B4","   13",15254,"C2PH",9,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C4PS","   14",33333,"C4PS",10,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B3","   19",12343,"C2PH",11,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"B4","   20",15254,"B3",11,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
18,"C2PH","   17",44321,"C2PH",11,"18 xingyu-dkgirl ","girl",1,14,14,12,9,10,28,31
18,"B2","   18",51534,"B4",11,"18 xingyu-dkgirl ","girl",0,14,14,12,9,10,28,31
19,"B2","   0",54421,"B2",1,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   1",12343,"B4",2,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   30",12343,"B4",26,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   31",54421,"B2",27,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   32",12343,"B4",28,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   33",21353,"C4PS",29,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   34",15143,"C2PH",30,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   35",21353,"C2PH",30,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"C2PH","   36",15143,"B2",30,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"B2","   37",54421,"B2",31,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   38",22222,"B3",32,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   39",22222,"B3",33,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   40",21353,"C2PH",33,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"C4PS","   41",21353,"C4PS",34,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   2",12343,"B4",3,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   3",22222,"C4PS",3,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"C2PH","   4",15143,"C2PH",4,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   5",21353,"B4",4,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"B3","   6",22222,"B2",4,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"C2PH","   7",15143,"C2PH",5,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   8",54421,"B2",6,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   9",21353,"B4",6,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"C4PS","   10",21353,"C4PS",7,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   11",54421,"B2",8,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   12",21353,"C4PS",9,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   13",15143,"C2PH",10,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   14",22222,"B3",11,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   15",15143,"C2PH",12,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   16",12343,"B4",13,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   17",12343,"B4",14,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   18",54421,"B2",15,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   19",22222,"B3",16,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   20",21353,"C2PH",16,"19 xingyu-dkgirl ","girl",0,12,16,11,10,10,28,31
19,"C2PH","   21",15143,"C2PH",17,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   22",12343,"B4",18,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   23",54421,"B2",19,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   24",54421,"B2",20,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   25",22222,"B3",21,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   26",15143,"C2PH",22,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   27",21353,"C4PS",23,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   28",12343,"B4",24,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   29",22222,"B3",25,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   43",15143,"C2PH",36,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   44",54421,"B2",37,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   45",15143,"C2PH",38,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   46",12343,"B4",39,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   47",22222,"B3",40,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   48",54421,"B2",41,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   49",12343,"B4",42,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   50",15143,"C2PH",43,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   51",54421,"B2",44,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   52",54421,"B2",45,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   53",12343,"B4",46,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   54",21353,"C4PS",47,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   42",22222,"B3",35,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   56",21353,"C4PS",49,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   57",22222,"B3",50,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   58",12343,"B4",51,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   59",15143,"C2PH",52,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   60",15143,"C2PH",53,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   61",54421,"B2",54,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   62",21353,"C4PS",55,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B2","   63",54421,"B2",56,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   64",12343,"B4",57,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   65",22222,"B3",58,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   66",22222,"B3",59,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B4","   67",12343,"B4",60,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"B3","   55",22222,"B3",48,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C2PH","   69",15143,"C2PH",62,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
19,"C4PS","   68",21353,"C4PS",61,"19 xingyu-dkgirl ","girl",1,12,16,11,10,10,28,31
20,"C2PH","   3",54421,"B2",1,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"C4PS","   4",15143,"C4PS",2,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   5",12343,"B2",3,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   7",54421,"B3",4,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"C4PS","   8",15143,"C4PS",5,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   9",12343,"B3",5,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"B4","   6",22222,"B4",4,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   11",54421,"C2PH",6,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   12",22222,"B4",7,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   13",22222,"B4",8,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   10",15143,"B3",5,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"B4","   2",22222,"B2",1,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"B4","   42",22222,"B4",35,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   43",15143,"C4PS",36,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   44",21353,"B3",37,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   45",54421,"C2PH",38,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   46",12343,"B2",39,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   47",12343,"B2",40,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   48",21353,"B3",41,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   49",22222,"B4",42,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   50",15143,"C4PS",43,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   51",22222,"B4",44,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   52",21353,"B3",45,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   53",15143,"C4PS",46,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   14",15143,"B3",8,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"B2","   15",12343,"B2",9,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   16",21353,"B3",10,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   17",54421,"C2PH",11,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   18",12343,"B2",12,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   19",21353,"B3",13,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   20",22222,"B4",14,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   21",15143,"C4PS",15,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   22",54421,"C2PH",16,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   23",12343,"B2",17,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   24",21353,"B3",18,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   25",21353,"B3",19,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   26",15143,"C4PS",20,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   27",54421,"C2PH",21,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   28",12343,"B2",22,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   29",22222,"B4",23,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   30",22222,"B4",24,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   31",12343,"B3",24,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"C4PS","   32",15143,"C4PS",25,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   33",12343,"B2",26,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   34",54421,"C2PH",27,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   35",54421,"C2PH",28,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   36",21353,"B3",29,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   37",15143,"C4PS",30,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   38",21353,"B3",31,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   39",22222,"B4",32,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   40",54421,"C2PH",33,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   41",15143,"C4PS",34,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   0",21353,"C4PS",0,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"B3","   1",21353,"B3",1,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   56",22222,"B4",49,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   57",54421,"C2PH",50,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   58",21353,"C4PS",50,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"C2PH","   59",54421,"C2PH",51,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   60",12343,"B2",52,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   61",22222,"C4PS",52,"20 xingyu-dkgirl ","girl",0,17,17,10,12,8,34,30
20,"C4PS","   62",15143,"C4PS",53,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C4PS","   63",15143,"C4PS",54,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B4","   64",22222,"B4",55,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   65",12343,"B2",56,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   66",21353,"B3",57,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   54",12343,"B2",47,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B2","   55",12343,"B2",48,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   69",54421,"C2PH",60,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"C2PH","   67",54421,"C2PH",58,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
20,"B3","   68",21353,"B3",59,"20 xingyu-dkgirl ","girl",1,17,17,10,12,8,34,30
21,"B2","   55",44321,"B2",32,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"B4","   56",51534,"B4",33,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"C2PH","   59",33333,"C2PH",36,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"B2","   60",44321,"B2",37,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"C2PH","   57",33333,"C2PH",34,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"B3","   58",15254,"B3",35,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"C4PS","   63",12343,"C4PS",40,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"B4","   64",51534,"B4",41,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"B4","   61",51534,"B4",38,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"C4PS","   62",12343,"C4PS",39,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
21,"B2","   54",44321,"B2",31,"21 xingyu-dkgirl ","girl",1,12,10,7,8,6,22,21
